drug_name,drug_SMILES,DB_id
oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,DB00621
Oxtriphylline,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,DB01303
Oxygen,O=O,DB09140
paricalcitol,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,DB00910
Phenformin,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,DB00914
phenindione,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,DB00498
Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,DB00812
pimecrolimus,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,DB00337
Practolol,CC(C)NCC(COC1=CC=C(C=C1)NC(C)=O)O,DB01297
Pramlintide,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N,DB01278
procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,DB01035
procaterol,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,DB01366
profenamine,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,DB00392
propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,DB00818
pyridoxal,CC1=NC=C(C(=C1O)C=O)CO,DB00147
raltitrexed,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,DB00293
Remikiren,CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O,DB00212
resorcinol,C1=CC(=CC(=C1)O)O,DB11085
rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,DB06228
Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C=O)OC2=CC=CC=C12,DB00533
Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,DB00412
safinamide,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,DB06654
seratrodast,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,DB06739
sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,DB00489
Spermine,C(CCNCCCN)CNCCCN,DB00127
Tegaserod,COC1=CC2=C(C=C1)NC=C2/C=N/CCCN=C(N)NCCCC,DB01079
Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,DB00342
tetrabenazine,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,DB04844
Dronabinol,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,DB00470
Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,DB01412
Triclosan,C1=CC(=C(C=C1Cl)O)Oc2cc(Cl)ccc2Cl,DB08604
triflusal,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,DB08814
Trimetrexate,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,DB01157
troleandomycin,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,DB13179
Tromethamine,C(C(CO)(CO)N)O,DB03754
tubocurarine,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,DB01199
Valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,DB00580
Vapreotide,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)N,DB04894
Ximelagatran,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,DB04898
yohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,DB01392
zinc,[Zn],DB01593
zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,DB00909
carglumic-acid,C(CC(=O)O)C(C(=O)O)NC(=O)N,DB06775
Citric acid,OC(=O)CC(O)(CC(=O)O)C(=O)O,DB04272
fenofibric-acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,DB13873
glycolic acid,C(C(=O)O)O,DB03085
linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,DB00132
mycophenolic-acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,DB01024
niflumic-acid,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,DB04552
obeticholic acid,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O,DB05990
Pyruvic acid,CC(=O)C(=O)O,DB00119
menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,DB00170
6-Aminocaproic Acid,C(CCC(=O)O)CCN,DB00513
L-Glutamic Acid,C(CC(=O)O)C(C(=O)O)N,DB00142
L-Valine,CC(C)C(C(=O)O)N,DB00161
L-Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,DB00138
L-Arginine,C(CC(C(=O)O)N)CN=C(N)N,DB00125
L-Histidine,C1=C(NC=N1)CC(C(=O)O)N,DB00117
L-Ornithine,C(CC(C(=O)O)N)CN,DB00129
L-Asparagine,C(C(C(=O)O)N)C(=O)N,DB00174
L-Citrulline,C(CC(C(=O)O)N)CNC(=O)N,DB00155
L-Phenylalanine,C1=CC=C(C=C1)CC(C(=O)O)N,DB00120
ademetionine,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,DB00118
Ceruletide,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O,DB00403
Trisalicylate-choline,C[N+](C)(C)CCO.C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2],DB01401
Latanoprostene bunod,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,DB11660
baricitinib,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,DB11817
ertugliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,DB11827
lumacaftor,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,DB09280
Semaglutide,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(O)=O)C(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,DB13928
velcalcetide,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CSSCC(C(=O)O)N)NC(=O)C,DB12865
gamma-Homolinolenic acid,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,DB00154
acetylcholine,CC(=O)OCC[N+](C)(C)C,DB03128
dapiprazole,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4,DB00298
pizotifen,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,DB06153
Potassium perchlorate,[O-]Cl(=O)(=O)=O.[K+],DB09418
Monoethanolamine oleate,CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N,DB06689
avatrombopag,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,DB11995
CANGRELOR,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,DB06441
potassium-canrenoate,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC4(CCC(=O)O)O)C,DB09015
CHROMIUM,[Cr],DB11136
clinofibrate,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,DB09006
dexlansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,DB05351
DIHYDROERGOCRISTINE,CC(C)C1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,DB13345
eslicarbazepine-acetate,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,DB09119
GAMMA-AMINOBUTYRIC ACID,C(CC(=O)O)CN,DB02530
IRON DEXTRAN,OS(=O)(=O)O.[Fe],DB00893
Lauric acid,CCCCCCCCCCCC(O)=O,DB03017
NAFAMOSTAT,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,DB12598
OPICAPONE,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],DB11632
perampanel,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,DB08883
SUCROSE,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,DB02772
TETRACHLORODECAOXIDE,O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.O=O,DB05389
vernakalant,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC,DB06217
octanoic acid,CCCCCCCC(=O)O,DB04519
ridogrel,C1=CC(=CC(=C1)C(F)(F)F)C(=NOCCCCC(=O)O)C2=CN=CC=C2,DB01207
aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,DB06736
acemetacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,DB13783
alclofenac,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,DB13167
alizapride,COC1=CC2=C(C=C1C(=O)NCC3CCCN3CC=C)NN=N2,DB01425
anagliptin,CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N3CCCC3C#N,DB12417
arotinolol,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,DB09204
benperidol,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,DB12867
benzbromarone,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,DB12319
bromopride,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,DB09018
bromperidol,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,DB12401
candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,DB13919
citicoline,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,DB12153
clodronic-acid,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl,DB00720
clomethiazole,CC1=C(SC=N1)CCCl,DB06470
coumarin,C1=CC=C2C(=C1)C=CC(=O)O2,DB04665
diacerein,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,DB11994
dienogest,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,DB09123
dihydrotestosterone,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,DB02901
diosmin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,DB08995
doxifluridine,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,DB12947
droperidol,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,DB00450
droxicam,CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4,DB09215
ebastine,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,DB11742
edaravone,CC1=NN(C(=O)C1)C2=CC=CC=C2,DB12243
edrophonium,CC[N+](C)(C)C1=CC(=CC=C1)O,DB01010
eperisone,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,DB08992
ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N,DB00311
etifoxine,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3,DB08986
firocoxib,CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C,DB09217
fleroxacin,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,DB04576
flunarizine,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,DB04841
fotemustine,CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,DB04106
gabexate,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,DB12831
gestrinone,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,DB11619
halofuginone,C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,DB04866
iguratimod,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,DB12233
imidapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O,DB11783
isoetharine,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C,DB00221
istradefylline,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C,DB11757
itopride,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,DB04924
lasofoxifene,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,DB06202
levomepromazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,DB01403
mephenytoin,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,DB00532
mirodenafil,CCCC1=CN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CCO)OCCC)CC,DB11792
mizolastine,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,DB12523
molsidomine,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],DB09282
mosapride,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,DB11675
nalmefene,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,DB06230
nandrolone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34,DB13169
ozagrel,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,DB12017
perhexiline,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,DB01074
pinaverium,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,DB09090
pipamperone,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,DB09286
piretanide,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,DB02925
pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,DB04951
piribedil,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,DB12478
propacetamol,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,DB09288
propentofylline,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,DB06479
propiverine,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,DB12278
quercetin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,DB04216
quinagolide,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,DB09097
racecadotril,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,DB11696
rebamipide,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,DB11656
rifamycin,CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,DB11753
rupatadine,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,DB11614
rutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,DB01698
sarpogrelate,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,DB12163
serotonin,C1=CC2=C(C=C1O)C(=CN2)CCN,DB08839
sivelestat,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O,DB12863
tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,DB00382
tandospirone,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,DB12833
taurine,C(CS(=O)(=O)O)N,DB01956
tezacaftor,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,DB11712
thiethylperazine,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,DB00372
thioproperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,DB01622
tianeptine,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,DB09289
tibolone,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,DB09070
tolperisone,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,DB06264
topiroxostat,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,DB01685
trapidil,CCN(CC)C1=CC(=NC2=NC=NN12)C,DB09283
trimebutine,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,DB09089
trimetazidine,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,DB09069
tryptophan,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,DB00150
tulobuterol,CC(C)(C)NCC(C1=CC=CC=C1Cl)O,DB12248
vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,DB08881
vesnarinone,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC,DB12082
zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,DB09225
zuclopenthixol,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,DB01624